Template name; Detection time (UTC); Number of channels; Channel list; Detection value; Threshold; Threshold type; Input threshold; Detection type
template_0; 2013-05-30T11:24:25.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.537214756011963; 0.8489413261413574; MAD; 5; corr
template_0; 2013-08-30T21:56:41.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5312973260879517; 0.8433678150177002; MAD; 5; corr
template_0; 2012-10-04T04:03:23.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6423618793487549; 0.9545987844467163; MAD; 5; corr
template_0; 2012-08-24T03:05:47.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6374900341033936; 0.9498804211616516; MAD; 5; corr
template_0; 2013-06-04T11:41:58.000001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5752195119857788; 0.8960188627243042; MAD; 5; corr
template_0; 2012-04-30T16:12:32.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.5062737464904785; 0.8310683965682983; MAD; 5; corr
template_0; 2012-09-10T15:59:51.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5599949359893799; 0.8859984874725342; MAD; 5; corr
template_0; 2012-10-14T21:58:50.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.5776216983795166; 0.9153386950492859; MAD; 5; corr
template_3; 2012-01-10T20:01:57.150000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 0.826143741607666; 0.17565219104290009; MAD; 5; corr
template_0; 2013-01-31T11:45:05.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4942405223846436; 0.8472487330436707; MAD; 5; corr
template_0; 2012-05-25T16:39:20.009998Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.522689700126648; 0.8767104148864746; MAD; 5; corr
template_0; 2012-10-15T09:49:18.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5619852542877197; 0.9174470901489258; MAD; 5; corr
template_0; 2012-06-20T08:02:55.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5342590808868408; 0.8904170393943787; MAD; 5; corr
template_0; 2012-05-26T01:03:42.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4917311668395996; 0.8508691191673279; MAD; 5; corr
template_0; 2013-10-20T18:46:40.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.487302541732788; 0.8485759496688843; MAD; 5; corr
template_0; 2012-10-02T15:36:37.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6040256023406982; 0.9657725095748901; MAD; 5; corr
template_0; 2012-09-11T18:22:14.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.5150182247161865; 0.8807344436645508; MAD; 5; corr
template_0; 2012-01-24T05:36:00.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.508368968963623; 0.8750295042991638; MAD; 5; corr
template_0; 2013-11-21T09:55:19.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4718739986419678; 0.841413140296936; MAD; 5; corr
template_0; 2012-08-23T04:28:46.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5470503568649292; 0.9182345271110535; MAD; 5; corr
template_3; 2012-01-10T04:06:44.700000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -0.8035155534744263; 0.17565219104290009; MAD; 5; corr
template_0; 2012-06-08T20:22:57.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.4845268726348877; 0.8578384518623352; MAD; 5; corr
